  From Number    To Number  From Name         To Name             ID      Resistance_ohm    Reactance_ohm    Susceptance_uS    Base kV
         4402         4404  SND-230_230.00    MSY-230_230.00      1               5.9195          37.9610          287.1645   230.0000
         4402         4405  SND-230_230.00    PNI-230_230.00      1               0.3650           2.3382           17.5614   230.0000
         4402         4405  SND-230_230.00    PNI-230_230.00      2               0.3650           2.3382           17.5614   230.0000
         4402         4406  SND-230_230.00    TCP-230_230.00      1               5.2794          28.8252          215.9357   230.0000
         4402         4411  SND-230_230.00    FHS-230_230.00      1               8.7253          56.4178          402.7032   230.0000
         4402         4415  SND-230_230.00    PCG9-230_230.00     1               0.0799           0.5168            3.8563   230.0000
         4402         4419  SND-230_230.00    MT1-230_230.00      1               3.8088          22.2392          166.7297   230.0000
         4402         4423  SND-230_230.00    GSN-230_230.00      1               0.3438           2.3382           16.9376   230.0000
         4402         4423  SND-230_230.00    GSN-230_230.00      2               0.3438           2.3382           16.9376   230.0000
         4403         4418  LNI-230_230.00    MLP-230_230.00      1               3.7533          24.2689          173.2325   230.0000
         4404         4406  MSY-230_230.00    TCP-230_230.00      1               1.1955           7.6441           57.8450   230.0000
         4404         4420  MSY-230_230.00    SNB-230_230.00      1               9.3289          50.9358          381.5690   230.0000
         4404         4800  MSY-230_230.00    LVG-230_230.00      1               6.6167          42.7850          305.3875   230.0000
         4404         4803  MSY-230_230.00    EOLO-230_230.00     1               5.8423          37.7452          281.5501   230.0000
         4405         4984  PNI-230_230.00    EOL1-230_230.00     1               0.3634           2.3488           17.5236   230.0000
         4406         4800  TCP-230_230.00    LVG-230_230.00      1               7.1399          46.1685          329.5463   230.0000
         4407         4418  FNH-230_230.00    MLP-230_230.00      1               5.7793          37.3707          266.7486   230.0000
         4408         4750  FNC-230_230.00    AMY-230_230.00      1               1.5077           9.8130           73.8752   230.0000
         4408        50004  FNC-230_230.00    FIC-LIB230_230.00   1               5.0837          34.3162          238.9225   230.0000
         4410         4800  SMT-230_230.00    LVG-230_230.00      1               0.2539           1.5553           18.1285   230.0000
         4412         4800  FCS-230_230.00    LVG-230_230.00      1               2.6990          17.4522          124.5558   230.0000
         4412        50053  FCS-230_230.00    FIC-CAS230_230.00   10              9.6812          62.6093          446.8998   230.0000
         4417         4418  TRB-230_230.00    MLP-230_230.00      1               6.2427          40.3675          155.7656   230.0000
         4417         4420  TRB-230_230.00    SNB-230_230.00      1               5.3455          34.5659          246.6730   230.0000
         4420         4422  SNB-230_230.00    BCO-230_230.00      1               3.2147          20.7881          148.3554   230.0000
         4630         4939  PCG9-13._13.800   PSL-13.8_13.800     1               0.0533           0.2098           10.5020    13.8000
         4750         4803  AMY-230_230.00    EOLO-230_230.00     1               0.3999           2.5847           19.2817   230.0000
         4750         4832  AMY-230_230.00    ABR-230_230.00      1               1.1585           7.4790           54.4045   230.0000
         4800         4832  LVG-230_230.00    ABR-230_230.00      1               0.0370           0.2275            2.6465   230.0000
         4950         4951  SMA-138_138.00    MJN-138_138.00      1               4.3763          15.0200           99.5589   138.0000
         6000         6014  FRONTPRO_230.00   PRO230_230.00       1               0.5301           4.6716           34.4991   230.0000
         6000        56050  FRONTPRO_230.00   RCL230A_230.00      1               3.0259          17.7374          127.5425   230.0000
         6001         6003  PAN230_230.00     PANII230_230.00     1C              1.2204           6.4760           43.9698   230.0000
         6001         6003  PAN230_230.00     PANII230_230.00     2C              1.2204           6.4760           43.9698   230.0000
         6001         6005  PAN230_230.00     CHO230_230.00       3A              3.2835          20.3840          133.9698   230.0000
         6001         6005  PAN230_230.00     CHO230_230.00       4A              3.2835          20.3840          133.9698   230.0000
         6001         6840  PAN230_230.00     PAN3_230_230.00     7A              0.1714           1.5082           11.2476   230.0000
         6001         6840  PAN230_230.00     PAN3_230_230.00     8A              0.1714           1.5082           11.2476   230.0000
         6002         6018  PAN115_115.00     CAC115_115.00       1               0.0653           0.1971           43.0246   115.0000
         6002         6018  PAN115_115.00     CAC115_115.00       12              0.0734           0.3608            3.0246   115.0000
         6002         6018  PAN115_115.00     CAC115_115.00       37              0.0653           0.1971           43.0246   115.0000
         6002         6024  PAN115_115.00     CHI115_115.00       3A              2.1321          10.2586           84.8393   115.0000
         6002         6027  PAN115_115.00     LOC115A_115.00      22              0.6216           2.9756           23.4405   115.0000
         6002         6027  PAN115_115.00     LOC115A_115.00      38              0.6216           2.9756           23.4405   115.0000
         6002         6036  PAN115_115.00     SMA115_115.00       7               0.1852           0.6216            5.2930   115.0000
         6002         6170  PAN115_115.00     CPA115_115.00       4A              2.9094          13.9984          115.7656   115.0000
         6002         6210  PAN115_115.00     TIN115_115.00       1               0.5475           2.4718           49.4518   115.0000
         6002         6210  PAN115_115.00     TIN115_115.00       9               0.5475           2.4718           49.4518   115.0000
         6003         6171  PANII230_230.00   PAC230_230.00       1B              1.7267           9.3279           64.2344   230.0000
         6003         6470  PANII230_230.00   24DIC230_230.00     2B              0.9691           5.2355           36.0491   230.0000
         6003         6801  PANII230_230.00   SAB230_230.00       54              2.7476          24.2107          179.3195   230.0000
         6003         6801  PANII230_230.00   SAB230_230.00       55              2.7476          24.2107          179.3195   230.0000
         6003         6816  PANII230_230.00   SVC-PAN2_230.00     *1              0.0000           0.5819            0.0000   230.0000
         6003         6840  PANII230_230.00   PAN3_230_230.00     2A              0.7829           6.9140           51.3800   230.0000
         6003         6840  PANII230_230.00   PAN3_230_230.00     3A              0.7829           6.9140           51.3800   230.0000
         6004         6019  PANII115_115.00   CVI115A_115.00      28              0.8356           3.4411           39.3195   115.0000
         6004         6019  PANII115_115.00   CVI115A_115.00      29              0.8356           3.4411           39.3195   115.0000
         6004         6057  PANII115_115.00   TOC115_115.00       32              0.4547           1.8727           28.7335   115.0000
         6004         6057  PANII115_115.00   TOC115_115.00       33              0.4490           1.8489           28.7335   115.0000
         6005         6008  CHO230_230.00     LSA230_230.00       50              8.4259          74.1055          552.6465   230.0000
         6005         6105  CHO230_230.00     PAM230_230.00       11              0.0212           0.2010            1.3422   230.0000
         6005         6105  CHO230_230.00     PAM230_230.00       2               0.0212           0.2010            1.3422   230.0000
         6005         6240  CHO230_230.00     EHIG230_230.00      3B              5.2799          30.5730          203.3459   230.0000
         6005         6240  CHO230_230.00     EHIG230_230.00      4B              5.2799          30.5730          203.3459   230.0000
         6005         6830  CHO230_230.00     ANT230_230.00       9A              5.1355          45.1692          336.8620   230.0000
         6005         6840  CHO230_230.00     PAN3_230_230.00     7B              1.8822          16.5545          123.4594   230.0000
         6005         6840  CHO230_230.00     PAN3_230_230.00     8B              1.8822          16.5545          123.4594   230.0000
         6006         6197  CHO115_115.00     TOR115_115.00       55              0.1666           0.5601          673.5728   115.0000
         6006         6197  CHO115_115.00     TOR115_115.00       56              0.1666           0.5601          673.5728   115.0000
         6007         6989  CHO34_34.500      SME_34.500          1               0.0000           0.0357            0.0000    34.5000
         6008         6182  LSA230_230.00     VEL230_230.00       51              6.0084          52.8450          394.1021   230.0000
         6008         6182  LSA230_230.00     VEL230_230.00       52              6.0084          52.8450          394.1021   230.0000
         6008         6182  LSA230_230.00     VEL230_230.00       5A              9.6072          55.6307          370.0000   230.0000
         6008         6240  LSA230_230.00     EHIG230_230.00      3C              6.6453          41.2567          271.1342   230.0000
         6008         6240  LSA230_230.00     EHIG230_230.00      4C              6.6453          41.2567          271.1342   230.0000
         6008         6460  LSA230_230.00     ECO230_230.00       2D              2.4027          21.2198          157.6749   230.0000
         6008         6460  LSA230_230.00     ECO230_230.00       3D              2.4027          21.2198          157.6749   230.0000
         6008         6520  LSA230_230.00     SBA230_230.00       4A              3.6702          32.4118          240.8507   230.0000
         6008         6520  LSA230_230.00     SBA230_230.00       5A              3.6702          32.4118          240.8507   230.0000
         6008         6550  LSA230_230.00     BEV230_230.00       6A              9.3744          54.2833          361.0397   230.0000
         6008         6753  LSA230_230.00     BOT230_230.00       41              5.9692          44.9401          323.8941   230.0000
         6008         6753  LSA230_230.00     BOT230_230.00       42              5.9692          44.9401          323.8941   230.0000
         6008         6830  LSA230_230.00     ANT230_230.00       9B              3.2899          28.9363          215.8034   230.0000
         6009         6049  LSA115_115.00     ARE115_115.00       13              3.8485          18.7002          139.8866   115.0000
         6009         6049  LSA115_115.00     ARE115_115.00       58              1.0019           4.4206            0.0000   115.0000
         6009         6051  LSA115_115.00     POC115_115.00       14              4.5494          10.0113           65.0284   115.0000
         6009         6053  LSA115_115.00     STG115_115.00       27              3.3327          16.3726          122.4953   115.0000
         6010         6553  LSA34_34.500      PROV34_34.000       1               0.0000           0.0012            0.0000    34.5000
         6010         6707  LSA34_34.500      PAS34_34.500        1               0.0000           0.0655            0.0000    34.5000
         6010         6738  LSA34_34.500      MSO34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6010         6739  LSA34_34.500      VAL34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6010         6903  LSA34_34.500      SRE_34.500          1               0.0000           0.0357            0.0000    34.5000
         6010         6961  LSA34_34.500      DIV34_34.500        0A              1.1704           3.0352            0.0000    34.5000
         6010         6985  LSA34_34.500      PAS2_34.500         1               0.0000           0.0357            0.0000    34.5000
         6010         6987  LSA34_34.500      PAS3_34.500         1               0.0000           0.0357            0.0000    34.5000
         6010         6992  LSA34_34.500      LLS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6011         6014  MDN230_230.00     PRO230_230.00       39              2.9248          25.7713          190.3403   230.0000
         6011         6096  MDN230_230.00     FOR230_230.00       7               3.2750          18.9641          126.1248   230.0000
         6011         6096  MDN230_230.00     FOR230_230.00       8               3.2750          18.9641          126.1248   230.0000
         6011         6182  MDN230_230.00     VEL230_230.00       5B              6.9431          43.1050          283.2703   230.0000
         6011         6182  MDN230_230.00     VEL230_230.00       6C              6.9431          43.1050          283.2703   230.0000
         6011         6380  MDN230_230.00     BOQIII230_230.00    9A              1.3061          11.5095           85.0095   230.0000
         6012         6087  MDN115_115.00     CAL115_115.00       15              2.3059          12.3984           85.9735   115.0000
         6012         6087  MDN115_115.00     CAL115_115.00       16              2.3059          12.3984           85.9735   115.0000
         6012         6719  MDN115_115.00     SAC115_115.00       47              1.0019           4.4206            0.0000   115.0000
         6013         6781  MDN34_34.500      IKA34_34.500        39              1.4283           3.8088           67.2128    34.5000
         6013         6781  MDN34_34.500      IKA34_34.500        40              1.4283           3.8088           67.2128    34.5000
         6013         6950  MDN34_34.500      VAL34_34.500        10              0.5891           1.5277            0.0000    34.5000
         6013         6951  MDN34_34.500      DAV34_34.500        11              1.2018           3.0103            0.0000    34.5000
         6013         6952  MDN34_34.500      TIJ34_34.500        15              5.8024           9.0937            0.0000    34.5000
         6013         6953  MDN34_34.500      CHI34_34.500        9               3.6364           5.3337            0.0000    34.5000
         6014         6330  PRO230_230.00     BAI230_230.00       27              2.6677          15.0009           92.0794   230.0000
         6014         6380  PRO230_230.00     BOQIII230_230.00    9B              1.6187          14.2618          105.3308   230.0000
         6014         6510  PRO230_230.00     POR230_230.00       8A              1.8727           9.1253           64.1777   230.0000
         6016         6834  PRO34_34.500      LAE34_34.500        1               0.0000           0.0012            0.0000    34.5000
         6016         6960  PRO34_34.500      PRO342_34.500       1               0.2194           0.5691            0.0000    34.5000
         6016         6975  PRO34_34.500      ECS_34.500          1               0.0000           0.0012            0.0000    34.5000
         6016         6984  PRO34_34.500      ECS2_34.500         1               0.0000           0.0012            0.0000    34.5000
         6018         6027  CAC115_115.00     LOC115A_115.00      6               0.5819           2.7508           12.5520   115.0000
         6018         6036  CAC115_115.00     SMA115_115.00       1               0.0439           0.2053           36.3705   115.0000
         6018         6165  CAC115_115.00     FLO115_115.00       5A              0.6583           2.5190           77.7316   115.0000
         6018         6173  CAC115_115.00     STR115_115.00       1A              4.3582          23.3714          162.3440   115.0000
         6018         6173  CAC115_115.00     STR115_115.00       2A              4.3582          23.3714          162.3440   115.0000
         6018         6703  CAC115_115.00     BVI115_115.00       8A              0.8091           3.8493           29.9433   115.0000
         6019         6040  CVI115A_115.00    SFR115_115.00       11              1.0580           4.9594           40.0756   115.0000
         6019         6115  CVI115A_115.00    LBO115_115.00       48              0.1069           0.4568            0.0000   115.0000
         6019         6729  CVI115A_115.00    CDE115_115.00       49              0.2289           0.9788            0.0000   115.0000
         6024         6047  CHI115_115.00     CLA115_115.00       24              1.1902           5.1313           19.6597   115.0000
         6024         6060  CHI115_115.00     LM2115_115.00       3B              2.9933          14.4026          119.0926   115.0000
         6027         6230  LOC115A_115.00    CBA115_115.00       39              0.1587           0.7142          127.0321   115.0000
         6027         6230  LOC115A_115.00    CBA115_115.00       40              0.1587           0.7142          127.0321   115.0000
         6027         6703  LOC115A_115.00    BVI115_115.00       21              0.0746           0.1321           60.1890   115.0000
         6032         6703  MAR115A_115.00    BVI115_115.00       21              0.1005           0.1780           81.1342   115.0000
         6032         6703  MAR115A_115.00    BVI115_115.00       8B              0.1005           0.1780           81.1342   115.0000
         6036         6055  SMA115_115.00     MOS115B_115.00      1               0.5835           2.2326            0.0000   115.0000
         6036         6055  SMA115_115.00     MOS115B_115.00      2               0.5835           2.2326            0.0000   115.0000
         6036         6165  SMA115_115.00     FLO115_115.00       35              0.7665           2.9328           90.5104   115.0000
         6040         6230  SFR115_115.00     CBA115_115.00       41              0.1587           0.7142          127.0321   115.0000
         6050         6554  ARE34_34.500      SOP34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6050         6555  ARE34_34.500      LAN34_34.000        1               0.0000           0.0357            0.0000    34.5000
         6050         6904  ARE34_34.500      EES_34.500          1               0.0000           0.0357            0.0000    34.5000
         6050         6978  ARE34_34.500      LVI_34.500          1               0.0000           0.0012            0.0000    34.5000
         6050         6990  ARE34_34.500      PES_34.500          1               0.0000           0.0357            0.0000    34.5000
         6050         6991  ARE34_34.500      MAS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6050         6993  ARE34_34.500      PSS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6050         6994  ARE34_34.500      LSS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6052         6556  POC34_34.500      COL34_34.000        1               0.0000           0.0357            0.0000    34.5000
         6052         6905  POC34_34.500      POCR34_34.500       1               0.0000           0.0357            0.0000    34.5000
         6054         6896  STG34_34.500      DAC2G1_34.500       1               0.0000           0.0357            0.0000    34.5000
         6058         6220  TOC_T1A_13.800    TOC_T2A_13.800      1               0.0000           0.0002            0.0000    13.8000
         6059         6066  LM1115_115.00     FFIELD_115.00       30              1.0130           4.1751           32.5142   115.0000
         6059         6066  LM1115_115.00     FFIELD_115.00       31              1.0130           4.1751           32.5142   115.0000
         6059         6074  LM1115_115.00     LMDIST_115.00       23              0.0000           0.0529            0.0000   115.0000
         6059         6173  LM1115_115.00     STR115_115.00       2B              0.6462           3.3986           23.2892   115.0000
         6059         6270  LM1115_115.00     CAT115_115.00       0A              0.0661           0.0661            3.7807   115.0000
         6059         6290  LM1115_115.00     CATII115_115.00     1C              0.0899           0.4728            3.2514   115.0000
         6060         6074  LM2115_115.00     LMDIST_115.00       26              0.0000           0.0529            0.0000   115.0000
         6060         6170  LM2115_115.00     CPA115_115.00       4B              2.3710          11.4080           94.3667   115.0000
         6060         6270  LM2115_115.00     CAT115_115.00       0B              0.0661           0.0661            3.7807   115.0000
         6061         6080  L.M.44_43.800     PM44-3_43.800       3               1.5654           4.0905           46.9131    43.8000
         6063         6068  MHOPE_43.800      FF44_43.800         1              10.1927          24.1167            4.6913    43.8000
         6063         6080  MHOPE_43.800      PM44-3_43.800       3               0.1755           0.4587           46.9131    43.8000
         6063         6153  MHOPE_43.800      TAP401_43.800       1               0.0100           3.3573            0.0000    43.8000
         6063         6154  MHOPE_43.800      TAP402_43.800       2               0.0100           3.3573            0.0000    43.8000
         6066         6891  FFIELD_115.00     MIT115_115.00       6A              0.0548           0.3887          736.7108   115.0000
         6068         6079  FF44_43.800       PM44-2_43.800       2               0.1464           0.3823           46.9131    43.8000
         6069         6079  COLON44A_43.800   PM44-2_43.800       2               0.3804           0.9939           46.9131    43.8000
         6069         6080  COLON44A_43.800   PM44-3_43.800       3               0.1464           0.3823           46.9131    43.8000
         6087         6088  CAL115_115.00     LES115_115.00       17              0.5554           2.6979           20.4159   115.0000
         6087         6092  CAL115_115.00     LVA115_115.00       18              0.1984           0.9258            6.8053   115.0000
         6096         6179  FOR230_230.00     GUA230_230.00       18              0.8829           7.7990           57.9584   230.0000
         6096         6263  FOR230_230.00     ESP230_230.00       0A              8.4344          48.1776          330.1323   230.0000
         6100         6171  BAY230_230.00     PAC230_230.00       1A              4.6171          24.9826          171.9282   230.0000
         6100         6470  BAY230_230.00     24DIC230_230.00     2A              5.4926          29.7208          204.5369   230.0000
         6115         6729  LBO115_115.00     CDE115_115.00       48              0.1221           0.5220            0.0000   115.0000
         6123         6165  MIR115A_115.00    FLO115_115.00       35              0.5584           2.1362           65.9357   115.0000
         6123         6165  MIR115A_115.00    FLO115_115.00       5B              0.5584           2.1362           65.9357   115.0000
         6124         6131  MIR44_43.800      BAL44_43.800        1               0.5036           2.4537            0.0000    43.8000
         6124         6131  MIR44_43.800      BAL44_43.800        2               0.5036           2.4537            0.0000    43.8000
         6124         6132  MIR44_43.800      SUM44_43.800        1               1.1384           3.7333            0.0000    43.8000
         6124         6132  MIR44_43.800      SUM44_43.800        2               1.1384           3.7333            0.0000    43.8000
         6124         6142  MIR44_43.800      DUG44_43.800        1               1.3299           4.2451            0.0000    43.8000
         6124         6142  MIR44_43.800      DUG44_43.800        2               1.3299           4.2451            0.0000    43.8000
         6132         6133  SUM44_43.800      MAD44_43.800        1               2.5861           8.8594            0.0000    43.8000
         6132         6133  SUM44_43.800      MAD44_43.800        2               2.5861           8.8594            0.0000    43.8000
         6132         6137  SUM44_43.800      GAM44_43.800        1               1.1741           3.6439            0.0000    43.8000
         6132         6137  SUM44_43.800      GAM44_43.800        2               1.1741           3.6439            0.0000    43.8000
         6137         6138  GAM44_43.800      ACL44_43.800        1               4.7712          14.7777            0.0000    43.8000
         6137         6138  GAM44_43.800      ACL44_43.800        2               4.7712          14.7777            0.0000    43.8000
         6138         6139  ACL44_43.800      GAT44_43.800        1               0.3710           0.6143            0.0000    43.8000
         6138         6139  ACL44_43.800      GAT44_43.800        2               1.0772           1.4062            0.0000    43.8000
         6138         6153  ACL44_43.800      TAP401_43.800       1               0.9914           3.3208            0.0000    43.8000
         6138         6154  ACL44_43.800      TAP402_43.800       2               0.9914           3.3208            0.0000    43.8000
         6143         6144  DUG12_12.000      HOW12_12.000        1               0.0132           0.0473            0.0000    12.0000
         6143         6144  DUG12_12.000      HOW12_12.000        2               0.0132           0.0473            0.0000    12.0000
         6151         6153  IND44_43.800      TAP401_43.800       1               0.1055           0.0902            0.0000    43.8000
         6151         6154  IND44_43.800      TAP402_43.800       2               0.1055           0.0902            0.0000    43.8000
         6165         6841  FLO115_115.00     PAN3_115_115.00     1               0.7684           3.4690           69.4140   115.0000
         6165         6841  FLO115_115.00     PAN3_115_115.00     2               0.7684           3.4690           69.4140   115.0000
         6173         6290  STR115_115.00     CATII115_115.00     1B              0.6266           3.2951           22.6087   115.0000
         6173         6604  STR115_115.00     STR2115_115.00      57              0.0242           0.0957            0.6805   115.0000
         6178         6179  EST230_230.00     GUA230_230.00       19              0.1164           0.9839            7.3913   230.0000
         6179         6182  GUA230_230.00     VEL230_230.00       16              4.5637          40.3061          299.4896   230.0000
         6179         6182  GUA230_230.00     VEL230_230.00       17              4.5637          40.3061          299.4896   230.0000
         6179         6360  GUA230_230.00     GLA230_230.00       22              2.8672           1.6135            9.8866   230.0000
         6179         6401  GUA230_230.00     PM230-29_230.00     29              0.8829           7.7990           57.9584   230.0000
         6182         6440  VEL230_230.00     DOM230_230.00       5A              8.9787          68.8843          488.9792   230.0000
         6182         6520  VEL230_230.00     SBA230_230.00       4B              2.3080          20.3834          151.4556   230.0000
         6182         6520  VEL230_230.00     SBA230_230.00       5B              2.3080          20.3834          151.4556   230.0000
         6182         6550  VEL230_230.00     BEV230_230.00       6B              0.7517           4.3537           28.9603   230.0000
         6199         6455  TOR13.8_13.800    BSO_13.800          1               0.0000           0.0294            0.0000    13.8000
         6220         6222  TOC_T2A_13.800    TOC_T3A_13.800      1               0.0000           0.0002            0.0000    13.8000
         6241         6761  EHIG34_34.500     FAR34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6241         6996  EHIG34_34.500     CVS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6260         6263  CHA230_230.00     ESP230_230.00       0B              2.1350          12.1940           83.5539   230.0000
         6260         6340  CHA230_230.00     CAN230_230.00       30              6.7855          38.7577          265.5766   230.0000
         6260         6400  CHA230_230.00     FRONTCHA_230.00     21              1.1717           7.1404           42.6654   230.0000
         6261         6490  CHA115_115.00     BON115_115.00       1               0.0000           0.0132            0.0000   115.0000
         6266         6267  ESP34_34.500      CHAG3_34_34.500     25              0.9404           3.1905           25.2048    34.5000
         6300         6301  CAL34_34.500      ALG34_34.500        56              1.2164           0.5485            0.0000    34.5000
         6300         6302  CAL34_34.500      MEN34_34.500        57              0.3452           1.1105            0.0000    34.5000
         6300         6303  CAL34_34.500      COC34_34.500        69              0.2892           0.9760            0.0000    34.5000
         6300         6304  CAL34_34.500      MENII34_34.500      71              0.3452           2.2365            0.0000    34.5000
         6330         6510  BAI230_230.00     POR230_230.00       8B              0.6507           3.1634           22.2684   230.0000
         6331         6332  BAI115_115.00     BAM115_115.00       44              2.4070          12.6034           80.9074   115.0000
         6337         6440  SAND230_230.00    DOM230_230.00       1              18.6208          26.1485            1.0397   230.0000
         6340         6401  CAN230_230.00     PM230-29_230.00     29              2.5244          14.4190           98.8091   230.0000
         6360         6363  GLA230_230.00     ZAM230_230.00       23              3.8247           2.1477           13.1947   230.0000
         6363         6366  ZAM230_230.00     EVA230_230.00       24              3.3486           1.8780           11.5501   230.0000
         6370         6371  BOQIII34B_34.500  CAD34_34.500        1               0.5001           1.9203         1386.2634    34.5000
         6370         6379  BOQIII34B_34.500  BOQIII34C_34.500    1               0.0000           0.5485            0.0000    34.5000
         6370         6385  BOQIII34B_34.500  BOC34_34.500        73              1.2420           4.1100            0.0000    34.5000
         6370         6766  BOQIII34B_34.500  CHU34_34.500        1               0.0000           0.0012            0.0000    34.5000
         6370         6982  BOQIII34B_34.500  CES_34.500          1               0.0000           0.0357            0.0000    34.5000
         6370         6983  BOQIII34B_34.500  CAS_34.500          1               0.0000           0.0357            0.0000    34.5000
         6372         6373  CADG1_13.800      CAD13.8_13.800      1               0.0019           0.0190            0.0000    13.8000
         6376         6377  PORV34_34.500     CON34_34.500        52              0.0000           0.0357            0.0000    34.5000
         6377         6384  CON34_34.500      PAR34_34.500        72              0.0000           0.0357            0.0000    34.5000
         6379         6381  BOQIII34C_34.500  BOQIII34_34.500     2               0.0000           0.0012            0.0000    34.5000
         6381         6382  BOQIII34_34.500   PEDI34_34.500       66              0.2892           1.1105            0.0000    34.5000
         6381         6383  BOQIII34_34.500   PEDII34_34.500      67              1.2210           4.6865            0.0000    34.5000
         6381         6384  BOQIII34_34.500   PAR34_34.500        64              4.5266           9.3030            0.0000    34.5000
         6381         6393  BOQIII34_34.500   BOQI34_34.500       1               0.2892           1.1105            0.0000    34.5000
         6382         6995  PEDI34_34.500     PDS                 1               0.0000           0.0357            0.0000    34.5000
         6385         6742  BOC34_34.500      LAC34_34.500        1               1.5248          17.4300            5.8811    34.5000
         6400        58350  FRONTCHA_230.00   CAH230_230.00       1               4.3643          22.6412          147.8072   230.0000
         6440         6441  DOM230_230.00     PRIM230_230.00      33              1.7161           8.3175            0.0000   230.0000
         6440         6442  DOM230_230.00     ALT230_230.00       34              1.1966           5.7989            0.0000   230.0000
         6440         6443  DOM230_230.00     PARE230_230.00      35              0.4348           3.3803            0.0000   230.0000
         6440         6500  DOM230_230.00     FRONTDOM_230.00     5B              0.5057           3.8807           27.5425   230.0000
         6443         6897  PARE230_230.00    CAI230_230.00       1               0.4348           3.3803            0.0000   230.0000
         6446         6458  ALTG1_13.800      ALT13_13.800        1               0.0000           0.0002            0.0000    13.8000
         6447         6458  ALTG2_13.800      ALT13_13.800        1               0.0000           0.0002            0.0000    13.8000
         6456         6458  ALT13.8_13.800    ALT13_13.800        1               4.8720           3.6540            0.0000    13.8000
         6460         6713  ECO230_230.00     BUR230_230.00       2C              6.3083          55.7106          413.9698   230.0000
         6460         6713  ECO230_230.00     BUR230_230.00       3C              6.3083          55.7106          413.9698   230.0000
         6460         6751  ECO230_230.00     SPE230_230.00       1               2.4059          11.3470            0.0000   230.0000
         6460         6751  ECO230_230.00     SPE230_230.00       2               2.4059          11.3470            0.0000   230.0000
         6461         6690  ECO34B_34.500     NCH134_34.500       1               0.0000           0.0357            0.0000    34.5000
         6461         6691  ECO34B_34.500     RDV134_34.500       1               0.0000           0.0357            0.0000    34.5000
         6461         6692  ECO34B_34.500     RDV234_34.500       1               0.0000           0.0357            0.0000    34.5000
         6461         6959  ECO34B_34.500     PEN2_34.500         1               0.2098           0.7111            0.0000    34.5000
         6461         6959  ECO34B_34.500     PEN2_34.500         2               0.2098           0.2098            0.0000    34.5000
         6462         6693  ECO34A_34.500     MARA34_34.500       1               0.0000           0.0357            0.0000    34.5000
         6462         6694  ECO34A_34.500     NCH234_34.500       1               0.0000           0.0357            0.0000    34.5000
         6462         6695  ECO34A_34.500     RDV234_34.500       1               0.0000           0.0357            0.0000    34.5000
         6462         6696  ECO34A_34.500     POR34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6481         6953  SLOR34_34.500     CHI34_34.500        74              0.0000           2.3100            0.0000    34.5000
         6496         6708  BU2_34_34.500     BUG_34_34.500       1               0.5297           0.7404           16.4360    34.0000
         6496         6952  BU2_34_34.500     TIJ34_34.500        1               1.6331          16.2278           51.9031    34.0000
         6500        56052  FRONTDOM_230.00   RCL230B_230.00      1               1.7002          10.9937           78.4499   230.0000
         6503         6961  DOF34_34.000      DIV34_34.500        1               0.0000           0.0347            0.0000    34.0000
         6504         6953  SOC34_34.500      CHI34_34.500        1               0.0000           0.0357            0.0000    34.5000
         6505         6961  DIS34_115.00      DIV34_34.500        95              0.2995           0.3967          418.8280   115.0000
         6510         6511  POR230_230.00     SAL230_230.00       36              0.0360           0.2190            1.2854   230.0000
         6511         6513  SAL230_230.00     LPO230_230.00       37              0.2169           1.1532            6.8242   230.0000
         6522         6523  SBA34_34.500      LCR34_34.500        94              0.0000           0.0012            0.0000    34.5000
         6528         6529  GLA34_34.500      SPRU34_34.500       1               1.4878           4.6747            0.0000    34.5000
         6550         6551  BEV230_230.00     LFI230_230.00       40              0.0000           0.0529            0.0000   230.0000
         6570         6960  SOD34_34.500      PRO342_34.500       1               0.0000           0.0357            0.0000    34.5000
         6571         6960  SCAL34_34.500     PRO342_34.500       1               0.0000           0.0357            0.0000    34.5000
         6581         6708  SBUG34_34.500     BUG_34_34.500       1               0.0000           0.0357            0.0000    34.5000
         6582         6955  SPACII13_13.800   GEE_13.800          1               0.6700           1.8800            0.0000    13.8000
         6607         6891  COS115_115.00     MIT115_115.00       6B              0.0145           0.1032          195.6144   115.0000
         6636         6781  IKA034_34.500     IKA34_34.500        1               0.0911           0.0893            0.0000    34.5000
         6637         6781  IKA134_34.500     IKA34_34.500        1               0.3086           0.3024            0.0000    34.5000
         6638         6781  IKA234_34.500     IKA34_34.500        1               0.0911           0.0893            0.0000    34.5000
         6639         6781  IKA334_34.500     IKA34_34.500        1               0.2496           0.2446            0.0000    34.5000
         6702         6840  BVI230_230.00     PAN3_230_230.00     1               0.9374           4.8240           35.3119   230.0000
         6702         6840  BVI230_230.00     PAN3_230_230.00     2               0.9374           4.8240           35.3119   230.0000
         6709         6952  BDT34_34.500      TIJ34_34.500        1               0.3924           0.5485           11.7622    34.5000
